ID,State,City,Locality,Property_Type,BHK,Size_in_SqFt,Price_in_Lakhs,Price_per_SqFt,Year_Built,Furnished_Status,Floor_No,Total_Floors,Age_of_Property,Nearby_Schools,Nearby_Hospitals,Public_Transport_Accessibility,Parking_Space,Security,Amenities,Facing,Owner_Type,Availability_Status
173146,Jharkhand,Ranchi,Locality_292,Villa,3,1710,174.44,0.1,2001,Unfurnished,25,2,24,2,1,Medium,No,Yes,"Clubhouse, Pool, Garden",North,Builder,Under_Construction
203505,West Bengal,Durgapur,Locality_333,Independent House,5,668,329.26,0.49,1991,Furnished,19,9,34,7,7,Low,Yes,No,"Clubhouse, Pool",East,Owner,Ready_to_Move
29532,Karnataka,Mangalore,Locality_133,Villa,5,629,488.14,0.78,2005,Furnished,19,1,20,10,2,Low,Yes,No,Gym,South,Owner,Under_Construction
17954,Tamil Nadu,Coimbatore,Locality_66,Independent House,3,4345,149.88,0.03,1994,Semi-furnished,15,1,31,9,4,Low,Yes,No,Pool,East,Builder,Ready_to_Move
106039,Telangana,Warangal,Locality_407,Independent House,2,2256,151.21,0.07,2019,Semi-furnished,25,9,6,5,3,Low,No,Yes,Playground,East,Builder,Ready_to_Move
39939,Telangana,Hyderabad,Locality_126,Villa,2,1297,490.2,0.38,2004,Semi-furnished,4,20,21,2,2,Medium,Yes,Yes,"Pool, Gym, Clubhouse",North,Broker,Ready_to_Move
68032,Delhi,New Delhi,Locality_280,Independent House,4,3333,460.36,0.14,2006,Unfurnished,28,28,19,2,8,High,No,No,Clubhouse,South,Builder,Ready_to_Move
148309,Odisha,Bhubaneswar,Locality_465,Independent House,1,4053,188.34,0.05,1992,Semi-furnished,28,20,33,8,9,Low,No,No,"Pool, Garden",West,Broker,Under_Construction
212528,Madhya Pradesh,Bhopal,Locality_47,Villa,1,4411,152.64,0.03,2006,Unfurnished,21,29,19,5,9,High,No,Yes,"Garden, Gym, Clubhouse, Playground",West,Broker,Under_Construction
32073,Jharkhand,Ranchi,Locality_477,Villa,1,4460,455.99,0.1,2000,Furnished,24,7,25,4,8,Medium,Yes,Yes,Gym,East,Broker,Under_Construction
212047,Kerala,Trivandrum,Locality_56,Independent House,3,3745,82.69,0.02,2015,Unfurnished,16,21,10,8,5,Medium,No,No,"Garden, Pool, Gym, Playground",North,Builder,Ready_to_Move
19448,Madhya Pradesh,Bhopal,Locality_205,Apartment,4,1881,95.56,0.05,1998,Unfurnished,30,28,27,8,8,Low,No,Yes,"Playground, Clubhouse, Garden, Pool",West,Builder,Under_Construction
169274,Gujarat,Ahmedabad,Locality_352,Independent House,3,3885,334.77,0.09,2007,Unfurnished,0,21,18,7,7,Low,No,Yes,"Garden, Gym",South,Broker,Under_Construction
27716,Bihar,Patna,Locality_399,Independent House,4,2918,475.01,0.16,1998,Semi-furnished,29,20,27,5,4,High,No,No,Clubhouse,South,Owner,Under_Construction
113007,West Bengal,Durgapur,Locality_129,Independent House,3,2589,38.51,0.01,2021,Furnished,16,28,4,3,3,High,No,No,Garden,South,Broker,Under_Construction
12821,Rajasthan,Jodhpur,Locality_179,Independent House,4,2606,256.87,0.1,1998,Furnished,15,22,27,2,5,Medium,No,Yes,"Clubhouse, Garden, Playground, Pool",West,Broker,Ready_to_Move
167548,Tamil Nadu,Chennai,Locality_363,Independent House,4,3169,242.48,0.08,2019,Unfurnished,21,1,6,2,8,Medium,No,No,"Playground, Clubhouse, Pool, Gym, Garden",South,Broker,Ready_to_Move
200384,West Bengal,Kolkata,Locality_450,Apartment,3,1094,496.77,0.45,2019,Furnished,0,2,6,3,3,Low,No,No,"Clubhouse, Gym, Garden, Pool, Playground",East,Broker,Ready_to_Move
232071,Chhattisgarh,Bilaspur,Locality_361,Apartment,2,809,235.66,0.29,1998,Semi-furnished,5,17,27,6,7,High,No,Yes,"Pool, Clubhouse",North,Owner,Under_Construction
65336,Bihar,Patna,Locality_200,Villa,4,3308,86.85,0.03,2021,Furnished,6,25,4,9,2,Low,Yes,No,"Clubhouse, Garden, Pool",West,Builder,Ready_to_Move
43045,Haryana,Gurgaon,Locality_152,Independent House,4,4769,79.99,0.02,1992,Unfurnished,12,4,33,10,10,Medium,No,No,Playground,North,Owner,Ready_to_Move
194823,Karnataka,Mangalore,Locality_316,Independent House,2,607,91.84,0.15,2007,Semi-furnished,30,22,18,3,1,Low,No,Yes,Gym,West,Owner,Under_Construction
196282,Tamil Nadu,Chennai,Locality_155,Villa,3,1189,227.67,0.19,2011,Furnished,25,25,14,2,6,High,Yes,No,"Clubhouse, Garden, Gym, Pool, Playground",South,Owner,Ready_to_Move
246820,Uttar Pradesh,Lucknow,Locality_93,Villa,5,4617,35.28,0.01,2007,Furnished,27,13,18,4,1,Medium,No,Yes,"Garden, Clubhouse, Pool",East,Builder,Ready_to_Move
233140,Madhya Pradesh,Indore,Locality_440,Apartment,2,750,453.16,0.6,2023,Unfurnished,1,10,2,10,7,High,No,Yes,Playground,West,Builder,Ready_to_Move
26464,Karnataka,Mangalore,Locality_122,Villa,3,733,431.4,0.59,1996,Semi-furnished,21,6,29,4,1,Low,No,No,"Clubhouse, Garden",South,Builder,Ready_to_Move
85938,Gujarat,Surat,Locality_242,Villa,2,1439,173.67,0.12,2009,Semi-furnished,14,13,16,4,9,Medium,No,Yes,"Clubhouse, Garden",South,Builder,Under_Construction
128572,Rajasthan,Jodhpur,Locality_258,Villa,2,2574,220.34,0.09,1994,Unfurnished,21,7,31,10,10,Medium,Yes,Yes,Playground,West,Builder,Ready_to_Move
241673,Haryana,Gurgaon,Locality_265,Villa,3,4547,269.41,0.06,2020,Semi-furnished,3,21,5,9,10,High,No,No,"Gym, Clubhouse",East,Builder,Under_Construction
157755,Punjab,Amritsar,Locality_313,Apartment,5,576,38.86,0.07,1998,Semi-furnished,15,28,27,8,10,Low,Yes,No,Playground,North,Broker,Ready_to_Move
213967,Kerala,Kochi,Locality_361,Villa,5,3574,487.04,0.14,2017,Semi-furnished,26,23,8,8,2,Low,No,Yes,"Pool, Clubhouse, Garden",South,Builder,Under_Construction
103753,Chhattisgarh,Raipur,Locality_45,Apartment,2,2329,434.39,0.19,2013,Furnished,9,13,12,5,9,Medium,No,No,Gym,North,Owner,Under_Construction
63026,Tamil Nadu,Coimbatore,Locality_449,Independent House,2,4057,473.04,0.12,2005,Furnished,26,7,20,8,2,Medium,Yes,Yes,"Playground, Clubhouse, Gym, Pool",North,Broker,Ready_to_Move
116234,Rajasthan,Jaipur,Locality_45,Apartment,1,3422,441.5,0.13,2023,Unfurnished,10,7,2,6,2,Medium,Yes,No,Garden,North,Builder,Under_Construction
56858,Tamil Nadu,Coimbatore,Locality_119,Apartment,2,4863,323.17,0.07,1992,Semi-furnished,21,7,33,6,6,High,Yes,Yes,"Playground, Clubhouse, Gym, Pool",West,Owner,Under_Construction
39246,Tamil Nadu,Coimbatore,Locality_142,Independent House,4,2981,298.21,0.1,1999,Furnished,8,5,26,5,4,High,Yes,No,"Gym, Clubhouse, Garden",West,Broker,Ready_to_Move
184969,Jharkhand,Ranchi,Locality_370,Villa,1,1101,316.72,0.29,2018,Unfurnished,14,30,7,10,9,High,No,Yes,"Garden, Pool",North,Builder,Under_Construction
93328,Assam,Silchar,Locality_477,Villa,2,1391,488.29,0.35,1999,Semi-furnished,9,26,26,3,7,High,No,Yes,Gym,North,Builder,Under_Construction
79086,Haryana,Gurgaon,Locality_381,Independent House,1,869,102.78,0.12,1993,Semi-furnished,12,1,32,8,7,High,Yes,No,Pool,North,Broker,Ready_to_Move
7571,Assam,Guwahati,Locality_457,Independent House,2,2885,454.37,0.16,1996,Furnished,7,28,29,10,9,High,Yes,No,"Gym, Clubhouse, Playground, Garden, Pool",East,Owner,Under_Construction
22277,Kerala,Trivandrum,Locality_352,Apartment,4,3445,67.31,0.02,2013,Furnished,29,10,12,1,2,Medium,Yes,No,"Clubhouse, Garden, Gym",East,Broker,Under_Construction
240370,Tamil Nadu,Coimbatore,Locality_100,Villa,5,1965,63.03,0.03,2011,Semi-furnished,5,17,14,2,5,High,No,Yes,"Clubhouse, Gym",West,Broker,Under_Construction
249652,Gujarat,Surat,Locality_140,Independent House,5,767,71.11,0.09,2019,Unfurnished,24,29,6,5,3,Medium,Yes,No,"Garden, Pool, Gym, Playground",West,Owner,Under_Construction
47380,Assam,Guwahati,Locality_264,Villa,4,1403,307.66,0.22,2000,Unfurnished,29,16,25,7,10,Medium,No,Yes,"Pool, Clubhouse, Garden, Gym, Playground",North,Broker,Ready_to_Move
22411,Karnataka,Mangalore,Locality_194,Villa,4,900,279.55,0.31,1996,Furnished,10,14,29,1,2,High,No,Yes,"Playground, Pool, Gym, Garden",East,Broker,Under_Construction
41409,Karnataka,Mysore,Locality_350,Independent House,2,2299,314.88,0.14,2013,Furnished,21,10,12,1,2,High,No,No,"Playground, Pool",South,Broker,Ready_to_Move
181050,Haryana,Gurgaon,Locality_252,Villa,1,3472,215.63,0.06,2020,Furnished,0,11,5,7,6,High,Yes,Yes,"Clubhouse, Gym, Playground, Garden",West,Broker,Ready_to_Move
212055,Kerala,Trivandrum,Locality_461,Independent House,3,1445,146.61,0.1,2006,Furnished,23,30,19,8,9,High,Yes,Yes,"Garden, Pool, Clubhouse, Gym",South,Owner,Under_Construction
127359,Punjab,Ludhiana,Locality_156,Villa,3,2907,130.05,0.04,2019,Unfurnished,20,8,6,2,7,Low,No,No,"Clubhouse, Pool, Gym",North,Builder,Ready_to_Move
54469,Uttar Pradesh,Lucknow,Locality_318,Apartment,2,2019,399.11,0.2,1991,Semi-furnished,10,9,34,8,2,Low,Yes,No,"Garden, Clubhouse, Gym",South,Broker,Ready_to_Move
160022,Punjab,Ludhiana,Locality_105,Independent House,2,3013,442.31,0.15,2021,Semi-furnished,20,9,4,9,9,Low,Yes,Yes,Pool,East,Builder,Ready_to_Move
226050,Maharashtra,Nagpur,Locality_320,Villa,5,3452,404.38,0.12,2012,Semi-furnished,20,27,13,7,9,High,Yes,No,Gym,South,Broker,Under_Construction
181169,Chhattisgarh,Bilaspur,Locality_211,Independent House,5,4512,368.31,0.08,2003,Semi-furnished,29,30,22,2,6,High,No,Yes,"Garden, Playground",South,Owner,Ready_to_Move
119577,Assam,Silchar,Locality_278,Villa,5,575,452.17,0.79,2023,Unfurnished,27,27,2,4,4,Low,Yes,Yes,Gym,West,Builder,Ready_to_Move
16629,Maharashtra,Pune,Locality_419,Independent House,3,1056,293.95,0.28,2015,Semi-furnished,9,18,10,6,7,High,Yes,No,"Playground, Pool, Garden, Gym",East,Broker,Under_Construction
141107,Jharkhand,Jamshedpur,Locality_12,Independent House,1,2755,139.89,0.05,2007,Unfurnished,3,24,18,6,10,Low,Yes,Yes,"Garden, Gym, Pool, Playground",West,Owner,Ready_to_Move
116377,Karnataka,Mangalore,Locality_181,Independent House,4,3678,196.1,0.05,1999,Semi-furnished,17,30,26,3,1,High,Yes,No,"Pool, Garden, Clubhouse",North,Builder,Ready_to_Move
221899,Karnataka,Bangalore,Locality_62,Villa,2,3271,376.34,0.12,2009,Unfurnished,16,8,16,3,9,Low,No,No,"Gym, Playground, Pool, Clubhouse, Garden",West,Owner,Ready_to_Move
40969,Haryana,Faridabad,Locality_204,Independent House,3,1983,370.06,0.19,1996,Furnished,4,22,29,5,1,Medium,Yes,No,"Garden, Clubhouse, Playground",West,Owner,Under_Construction
235892,Uttar Pradesh,Noida,Locality_441,Independent House,3,3715,288.25,0.08,2004,Furnished,16,14,21,3,3,Medium,No,Yes,"Garden, Clubhouse",East,Broker,Ready_to_Move
89926,West Bengal,Durgapur,Locality_450,Independent House,5,2052,444.59,0.22,2011,Furnished,26,15,14,5,10,Low,No,Yes,"Gym, Pool",South,Broker,Under_Construction
54272,Delhi,Dwarka,Locality_9,Apartment,4,1919,127.4,0.07,1997,Furnished,7,21,28,4,5,Low,Yes,Yes,"Garden, Pool, Clubhouse, Gym, Playground",West,Builder,Under_Construction
248702,Odisha,Bhubaneswar,Locality_136,Apartment,3,3493,305.82,0.09,2022,Unfurnished,5,6,3,7,2,Low,Yes,No,"Clubhouse, Playground, Gym, Garden, Pool",West,Builder,Ready_to_Move
240937,Telangana,Hyderabad,Locality_48,Villa,3,1789,87.35,0.05,1991,Unfurnished,15,24,34,3,1,High,No,No,"Pool, Clubhouse, Playground",North,Broker,Under_Construction
62313,Odisha,Cuttack,Locality_126,Villa,5,4546,280.38,0.06,1999,Unfurnished,5,16,26,5,7,High,Yes,No,Pool,East,Broker,Ready_to_Move
106891,Chhattisgarh,Raipur,Locality_413,Independent House,5,3523,61.56,0.02,2010,Unfurnished,2,2,15,4,7,High,Yes,No,"Gym, Clubhouse, Pool, Playground",North,Builder,Ready_to_Move
13031,Jharkhand,Jamshedpur,Locality_2,Apartment,5,1034,421.16,0.41,1993,Semi-furnished,9,10,32,2,9,High,Yes,No,Gym,West,Builder,Ready_to_Move
39879,Chhattisgarh,Raipur,Locality_399,Villa,2,3194,305.58,0.1,1990,Semi-furnished,23,30,35,4,7,Medium,Yes,No,Clubhouse,East,Broker,Ready_to_Move
76591,Delhi,New Delhi,Locality_363,Villa,5,1981,299.07,0.15,2015,Semi-furnished,7,3,10,6,5,High,No,No,"Clubhouse, Pool, Garden, Gym, Playground",South,Owner,Ready_to_Move
173647,Haryana,Faridabad,Locality_160,Apartment,5,4164,427.22,0.1,2015,Unfurnished,16,8,10,7,6,Medium,No,No,Clubhouse,East,Builder,Under_Construction
121280,Odisha,Bhubaneswar,Locality_473,Villa,1,3188,446.39,0.14,1992,Semi-furnished,21,5,33,7,5,Medium,Yes,Yes,"Playground, Gym, Garden",East,Broker,Under_Construction
165769,Assam,Guwahati,Locality_93,Villa,2,520,51.35,0.1,2000,Unfurnished,22,19,25,1,9,Medium,No,Yes,"Garden, Clubhouse",East,Broker,Under_Construction
45392,Uttar Pradesh,Lucknow,Locality_15,Villa,2,3505,453.02,0.13,2007,Semi-furnished,2,15,18,9,1,Low,Yes,Yes,"Playground, Clubhouse",West,Owner,Under_Construction
153183,Uttarakhand,Dehradun,Locality_492,Apartment,1,1343,234.66,0.17,2007,Semi-furnished,29,4,18,7,4,Medium,Yes,Yes,Garden,East,Broker,Ready_to_Move
76920,Telangana,Hyderabad,Locality_279,Independent House,5,1631,290.31,0.18,1993,Unfurnished,9,2,32,2,10,Medium,Yes,Yes,"Clubhouse, Gym, Garden, Playground",South,Builder,Ready_to_Move
73125,Delhi,New Delhi,Locality_389,Independent House,4,3063,167.12,0.05,1991,Unfurnished,17,3,34,3,3,Low,Yes,Yes,Gym,West,Broker,Under_Construction
197503,Karnataka,Mangalore,Locality_42,Villa,2,1658,201.39,0.12,2018,Semi-furnished,10,7,7,10,5,Medium,No,Yes,Garden,South,Owner,Under_Construction
80696,West Bengal,Durgapur,Locality_166,Independent House,4,1588,229.54,0.14,2008,Furnished,9,22,17,3,8,Low,No,No,"Pool, Gym, Playground, Clubhouse",South,Broker,Ready_to_Move
63452,Odisha,Bhubaneswar,Locality_354,Apartment,2,1702,340.34,0.2,2001,Furnished,21,11,24,1,8,High,Yes,Yes,"Garden, Playground, Pool, Clubhouse, Gym",North,Broker,Ready_to_Move
76331,Gujarat,Ahmedabad,Locality_489,Apartment,2,2819,358.22,0.13,2006,Furnished,27,27,19,7,8,Low,Yes,No,"Garden, Playground, Pool, Gym",West,Owner,Ready_to_Move
190295,Kerala,Kochi,Locality_301,Apartment,5,3774,190.89,0.05,1995,Unfurnished,3,30,30,4,2,Medium,No,Yes,"Clubhouse, Gym, Garden",South,Owner,Under_Construction
220764,Rajasthan,Jodhpur,Locality_271,Apartment,1,2849,433.15,0.15,2014,Semi-furnished,12,2,11,1,4,High,Yes,No,"Clubhouse, Garden, Gym, Playground, Pool",South,Broker,Ready_to_Move
185826,Punjab,Ludhiana,Locality_193,Villa,4,1500,331.59,0.22,2009,Semi-furnished,5,17,16,3,8,Medium,Yes,Yes,"Garden, Gym, Clubhouse, Playground",North,Builder,Ready_to_Move
64859,Odisha,Cuttack,Locality_79,Independent House,4,4147,402.38,0.1,1992,Furnished,6,4,33,1,9,Medium,Yes,Yes,"Garden, Gym, Playground",West,Broker,Ready_to_Move
231226,Bihar,Patna,Locality_331,Villa,4,2025,424.04,0.21,2000,Semi-furnished,22,29,25,4,3,High,Yes,Yes,"Clubhouse, Garden, Pool, Playground",North,Owner,Ready_to_Move
123402,Haryana,Faridabad,Locality_272,Apartment,2,4185,384.42,0.09,2015,Furnished,30,28,10,1,10,Medium,No,No,"Playground, Garden, Clubhouse",North,Broker,Under_Construction
23219,Telangana,Hyderabad,Locality_55,Apartment,4,1233,373.03,0.3,2007,Furnished,18,17,18,1,7,Low,Yes,Yes,"Playground, Garden, Pool",South,Builder,Under_Construction
43005,Karnataka,Mangalore,Locality_19,Independent House,3,4777,56.48,0.01,2010,Semi-furnished,18,1,15,3,2,Medium,No,Yes,Pool,West,Owner,Under_Construction
85278,Andhra Pradesh,Vishakhapatnam,Locality_330,Independent House,3,4934,417.01,0.08,2022,Furnished,0,19,3,10,4,Medium,Yes,No,Garden,East,Builder,Under_Construction
62129,Uttar Pradesh,Noida,Locality_476,Villa,1,1585,117.47,0.07,2022,Furnished,5,14,3,8,7,Low,No,Yes,Gym,East,Owner,Under_Construction
227496,Bihar,Gaya,Locality_460,Apartment,4,1454,170.26,0.12,2007,Semi-furnished,12,14,18,1,5,Medium,Yes,No,"Playground, Clubhouse, Gym",East,Builder,Ready_to_Move
152927,Rajasthan,Jaipur,Locality_345,Apartment,1,1768,121.04,0.07,2010,Semi-furnished,19,12,15,8,3,High,No,No,"Gym, Playground",South,Builder,Under_Construction
19219,Kerala,Trivandrum,Locality_326,Villa,3,2266,331.42,0.15,1999,Semi-furnished,18,12,26,8,4,Medium,No,Yes,Gym,North,Builder,Under_Construction
88832,Bihar,Gaya,Locality_300,Villa,2,3949,74.61,0.02,2017,Furnished,0,16,8,7,6,Medium,No,No,Playground,North,Broker,Under_Construction
226479,Uttar Pradesh,Lucknow,Locality_315,Independent House,3,2025,285.97,0.14,2019,Semi-furnished,14,9,6,6,5,Low,No,Yes,"Clubhouse, Playground",East,Broker,Under_Construction
99975,Karnataka,Bangalore,Locality_360,Villa,1,541,369.82,0.68,2007,Furnished,18,7,18,4,4,High,No,No,"Garden, Playground, Pool",East,Owner,Under_Construction
5143,Rajasthan,Jaipur,Locality_282,Apartment,1,2939,405.87,0.14,2013,Unfurnished,25,18,12,2,4,High,No,No,"Playground, Garden",East,Owner,Ready_to_Move
211167,Bihar,Patna,Locality_183,Villa,1,3113,177.51,0.06,2002,Furnished,7,3,23,5,4,Medium,Yes,No,"Clubhouse, Gym, Pool, Playground",West,Broker,Under_Construction
94999,Assam,Silchar,Locality_402,Independent House,2,776,94.23,0.12,2023,Semi-furnished,0,26,2,1,8,High,Yes,No,"Gym, Playground, Clubhouse, Pool",North,Broker,Ready_to_Move
238463,Andhra Pradesh,Vishakhapatnam,Locality_415,Independent House,5,3811,173.24,0.05,2004,Semi-furnished,18,19,21,4,9,Medium,Yes,No,"Gym, Pool",South,Builder,Under_Construction
123497,Bihar,Gaya,Locality_1,Independent House,2,1012,204.95,0.2,2014,Semi-furnished,23,7,11,4,4,Medium,Yes,No,"Garden, Gym, Pool",East,Owner,Under_Construction
220210,Bihar,Patna,Locality_454,Villa,2,4071,423.98,0.1,1992,Unfurnished,4,25,33,5,2,Low,Yes,No,"Clubhouse, Pool, Playground, Gym, Garden",South,Builder,Ready_to_Move
132864,Madhya Pradesh,Bhopal,Locality_2,Independent House,1,4076,129.98,0.03,1993,Semi-furnished,26,5,32,1,4,High,Yes,No,"Gym, Pool",South,Broker,Ready_to_Move
372,Gujarat,Ahmedabad,Locality_232,Apartment,2,1746,80.97,0.05,2010,Semi-furnished,0,23,15,7,3,Medium,No,Yes,"Pool, Playground, Gym, Clubhouse",West,Broker,Ready_to_Move
103595,Telangana,Warangal,Locality_219,Independent House,1,1961,402.06,0.21,2007,Unfurnished,12,6,18,8,7,Medium,Yes,Yes,Clubhouse,South,Builder,Under_Construction
70729,Uttarakhand,Haridwar,Locality_203,Apartment,1,2936,290.79,0.1,1995,Furnished,30,3,30,3,1,High,No,Yes,Playground,North,Broker,Under_Construction
74999,Odisha,Bhubaneswar,Locality_393,Apartment,2,4088,197.26,0.05,2017,Unfurnished,19,7,8,8,6,High,Yes,No,"Clubhouse, Garden, Playground, Gym, Pool",South,Builder,Under_Construction
171046,Rajasthan,Jodhpur,Locality_20,Apartment,2,1843,362.35,0.2,1999,Semi-furnished,18,24,26,3,10,High,Yes,No,"Playground, Garden, Clubhouse",East,Builder,Ready_to_Move
190380,Uttarakhand,Haridwar,Locality_288,Independent House,5,3402,380.81,0.11,1992,Semi-furnished,22,5,33,2,3,Medium,No,No,"Playground, Clubhouse, Gym, Garden",East,Owner,Under_Construction
203414,Telangana,Warangal,Locality_126,Villa,5,2505,399.37,0.16,2015,Unfurnished,13,21,10,1,9,Medium,Yes,No,Garden,North,Owner,Under_Construction
118381,Telangana,Hyderabad,Locality_129,Apartment,5,3364,364.24,0.11,2023,Furnished,12,24,2,4,3,Low,Yes,Yes,"Playground, Gym, Pool, Garden",North,Builder,Ready_to_Move
16801,Uttarakhand,Dehradun,Locality_30,Apartment,2,3975,52.59,0.01,2010,Furnished,27,2,15,6,2,Medium,Yes,No,"Clubhouse, Playground, Pool",South,Broker,Under_Construction
7585,Jharkhand,Ranchi,Locality_27,Villa,3,3198,38.29,0.01,2000,Semi-furnished,25,1,25,6,4,Medium,No,No,"Pool, Clubhouse",South,Broker,Under_Construction
70919,Madhya Pradesh,Indore,Locality_26,Independent House,5,1083,493.53,0.46,2019,Furnished,28,9,6,6,8,High,Yes,Yes,"Playground, Garden, Gym, Pool",North,Broker,Under_Construction
98392,Jharkhand,Ranchi,Locality_451,Villa,1,3101,302.55,0.1,1995,Unfurnished,16,28,30,8,8,Low,Yes,Yes,Pool,West,Broker,Ready_to_Move
92726,Chhattisgarh,Bilaspur,Locality_476,Villa,3,3600,217.62,0.06,2022,Furnished,19,23,3,9,5,Low,No,Yes,"Pool, Garden",East,Builder,Ready_to_Move
39401,Gujarat,Surat,Locality_470,Villa,2,958,168.87,0.18,1995,Furnished,15,6,30,10,1,High,Yes,Yes,"Pool, Clubhouse",West,Owner,Under_Construction
31636,Punjab,Ludhiana,Locality_414,Apartment,4,2564,405.49,0.16,1992,Semi-furnished,2,17,33,6,1,Low,No,Yes,Clubhouse,West,Broker,Ready_to_Move
107263,West Bengal,Kolkata,Locality_371,Independent House,3,3613,412.16,0.11,2009,Furnished,15,16,16,10,3,Low,No,Yes,"Gym, Garden, Clubhouse, Pool, Playground",West,Broker,Under_Construction
234212,Jharkhand,Ranchi,Locality_265,Independent House,1,4239,382.97,0.09,1993,Semi-furnished,28,20,32,1,9,High,No,Yes,"Gym, Clubhouse, Playground, Pool",North,Broker,Ready_to_Move
48314,Rajasthan,Jodhpur,Locality_403,Apartment,4,2979,168.45,0.06,1993,Furnished,17,6,32,6,3,High,Yes,No,"Playground, Clubhouse, Pool, Gym",West,Owner,Ready_to_Move
101357,Assam,Guwahati,Locality_50,Apartment,5,4009,425.2,0.11,2002,Semi-furnished,13,5,23,1,6,Medium,No,No,"Gym, Clubhouse",West,Broker,Ready_to_Move
107520,Telangana,Hyderabad,Locality_291,Villa,3,3324,410.56,0.12,2017,Furnished,19,20,8,8,10,Low,Yes,No,"Gym, Playground",West,Owner,Under_Construction
227610,Punjab,Ludhiana,Locality_127,Villa,3,1463,247.58,0.17,1990,Unfurnished,12,10,35,8,7,Medium,No,No,"Pool, Garden, Playground, Clubhouse, Gym",North,Builder,Under_Construction
11874,Delhi,New Delhi,Locality_450,Independent House,1,4487,104.28,0.02,2023,Semi-furnished,18,1,2,1,2,Low,No,Yes,Playground,West,Owner,Under_Construction
51851,Odisha,Bhubaneswar,Locality_338,Villa,5,1148,95.42,0.08,1993,Semi-furnished,23,9,32,4,4,Low,Yes,Yes,"Clubhouse, Garden, Gym, Playground, Pool",South,Owner,Ready_to_Move
31469,Tamil Nadu,Coimbatore,Locality_399,Villa,3,4813,176.43,0.04,1992,Semi-furnished,11,12,33,5,8,Medium,Yes,Yes,"Playground, Pool, Clubhouse",East,Owner,Ready_to_Move
4771,Gujarat,Surat,Locality_253,Villa,3,3389,363.61,0.11,2005,Semi-furnished,14,21,20,6,1,Low,Yes,Yes,"Playground, Gym",East,Owner,Ready_to_Move
56525,Assam,Silchar,Locality_35,Apartment,4,4404,398.4,0.09,1993,Furnished,20,30,32,8,5,Low,Yes,No,"Gym, Playground, Garden",North,Owner,Under_Construction
42061,Uttar Pradesh,Noida,Locality_133,Independent House,3,3258,219.4,0.07,2016,Semi-furnished,10,21,9,4,1,Medium,No,Yes,"Pool, Playground, Clubhouse",East,Builder,Under_Construction
10257,Andhra Pradesh,Vishakhapatnam,Locality_160,Independent House,4,2391,59.15,0.02,2010,Semi-furnished,4,20,15,9,6,Low,No,Yes,"Playground, Garden, Clubhouse, Gym, Pool",East,Broker,Under_Construction
100311,Kerala,Kochi,Locality_256,Independent House,2,1516,273.77,0.18,2014,Semi-furnished,13,26,11,5,7,Low,No,Yes,"Gym, Garden, Clubhouse",East,Broker,Ready_to_Move
804,Odisha,Bhubaneswar,Locality_64,Apartment,2,2089,499.52,0.24,2021,Semi-furnished,4,6,4,3,10,High,Yes,No,"Playground, Gym, Pool, Garden, Clubhouse",West,Owner,Under_Construction
140868,Karnataka,Mangalore,Locality_148,Independent House,3,3745,67.26,0.02,2020,Semi-furnished,3,19,5,7,2,High,Yes,Yes,Garden,East,Builder,Under_Construction
123493,Gujarat,Ahmedabad,Locality_461,Independent House,4,1910,61.78,0.03,2015,Semi-furnished,11,30,10,4,2,Medium,Yes,No,Playground,North,Broker,Under_Construction
17258,Gujarat,Ahmedabad,Locality_470,Independent House,2,4323,319.62,0.07,1991,Unfurnished,15,29,34,9,1,High,Yes,No,"Garden, Pool",East,Builder,Under_Construction
132672,Andhra Pradesh,Vishakhapatnam,Locality_428,Apartment,4,3489,404.01,0.12,2015,Furnished,6,2,10,5,2,High,No,No,Gym,East,Builder,Under_Construction
39626,Uttar Pradesh,Noida,Locality_342,Villa,5,2936,89.24,0.03,2013,Semi-furnished,17,8,12,7,5,Medium,Yes,No,Gym,South,Broker,Under_Construction
88986,Haryana,Gurgaon,Locality_172,Independent House,5,2415,163.5,0.07,2017,Furnished,29,28,8,5,6,High,No,Yes,"Clubhouse, Pool, Gym",West,Builder,Under_Construction
91639,Chhattisgarh,Raipur,Locality_169,Independent House,2,1554,79.88,0.05,2005,Furnished,22,10,20,4,10,Low,No,Yes,"Clubhouse, Pool",East,Broker,Under_Construction
243017,Uttar Pradesh,Noida,Locality_4,Apartment,5,1259,139.03,0.11,2008,Furnished,7,4,17,2,5,Medium,Yes,No,"Clubhouse, Garden, Playground, Pool, Gym",East,Broker,Under_Construction
45617,Andhra Pradesh,Vijayawada,Locality_343,Villa,5,853,466.29,0.55,2010,Furnished,20,29,15,8,10,High,Yes,Yes,"Clubhouse, Gym, Playground, Garden, Pool",East,Builder,Ready_to_Move
161573,Tamil Nadu,Coimbatore,Locality_258,Villa,5,3546,314.61,0.09,2015,Semi-furnished,13,24,10,3,8,Medium,No,Yes,"Garden, Playground, Pool, Clubhouse, Gym",North,Broker,Ready_to_Move
33005,West Bengal,Kolkata,Locality_404,Villa,1,3165,421.16,0.13,2013,Furnished,4,27,12,3,5,High,No,No,"Playground, Gym, Garden",North,Broker,Ready_to_Move
227732,Delhi,Dwarka,Locality_199,Villa,5,4125,429.53,0.1,2010,Unfurnished,30,2,15,7,10,Medium,No,Yes,"Pool, Playground, Garden, Gym, Clubhouse",East,Builder,Ready_to_Move
